month_end,equity_end,return_pct,max_dd_pct,worst_day_pct,n_trades,wr_pct,obj_m,obj_dd,obj_wd,obj_tpm,passes
2022-06,2083807.2700,10.5782,-1.1946,-1.1946,26,53.8462,True,True,True,True,True
2022-07,2205077.9100,5.8197,-1.1946,-0.5991,27,51.8519,True,True,True,True,True
2022-08,2435576.9800,10.4531,-1.7345,-0.8973,32,50.0000,True,True,True,True,True
2022-09,2458301.6600,0.9330,-2.4670,-0.8973,35,31.4286,False,True,True,True,False
2022-10,2544468.8100,3.5051,-1.9845,-1.4910,37,29.7297,True,True,True,True,True
2022-11,2719758.9100,6.8891,-1.3449,-0.8973,32,40.6250,True,True,True,True,True
2022-12,3019893.0100,11.0353,-1.5556,-1.1946,33,39.3939,True,True,True,True,True
2023-01,3181256.2000,5.3433,-1.8572,-0.8973,35,34.2857,True,True,True,True,True
2023-02,3384683.1900,6.3945,-1.4910,-0.8973,35,34.2857,True,True,True,True,True
2023-03,3418244.8100,0.9916,-1.9945,-1.1946,33,27.2727,False,True,True,True,False
2023-04,3517316.5800,2.8983,-1.1418,-0.5991,12,50.0000,True,True,True,True,True
2023-05,3771662.1200,7.2312,-1.1946,-0.8973,29,41.3793,True,True,True,True,True
2023-06,3892361.4100,3.2002,-1.1946,-0.8973,23,34.7826,True,True,True,True,True
2023-07,3996483.6300,2.6750,-1.1948,-0.8975,19,36.8421,True,True,True,True,True
2023-08,4228677.8800,5.8100,-2.0812,-0.8973,39,33.3333,True,True,True,True,True
2023-09,4622819.1900,9.3207,-1.1946,-0.8973,29,44.8276,True,True,True,True,True
2023-10,4984372.5200,7.8211,-1.5103,-1.1946,33,42.4242,True,True,True,True,True
2023-11,5134984.3000,3.0217,-2.5588,-1.1946,28,32.1429,True,True,True,True,True
2023-12,5124523.1100,-0.2037,-3.6943,-1.1946,28,25.0000,False,True,True,True,False
2024-01,5377935.0200,4.9451,-1.7866,-1.4910,30,40.0000,True,True,True,True,True
2024-02,5315707.8300,-1.1571,-4.0441,-1.5491,27,22.2222,False,True,True,True,False
2024-03,5618742.4900,5.7007,-1.7866,-1.1946,24,41.6667,True,True,True,True,True
2024-04,5678043.4100,1.0554,-2.7754,-1.1946,35,28.5714,False,True,True,True,False
2024-05,5558076.5300,-2.1128,-2.6995,-1.4910,35,25.7143,False,True,True,True,False
2024-06,5664427.0000,1.9134,-4.1191,-1.4910,29,24.1379,False,True,True,True,False
2024-07,5737462.9000,1.2894,-3.3983,-1.4910,50,32.0000,False,True,True,True,False
2024-08,5963364.4900,3.9373,-2.2801,-1.0534,48,37.5000,True,True,True,True,True
2024-09,6340447.2500,6.3233,-1.7866,-1.4910,47,42.5532,True,True,True,True,True
2024-10,6309321.5500,-0.4909,-2.1772,-1.4910,42,26.1905,False,True,True,True,False
2024-11,6162389.8700,-2.3288,-4.4067,-1.4910,29,20.6897,False,True,True,True,False
2024-12,6616948.1300,7.3763,-1.5153,-1.4910,43,37.2093,True,True,True,True,True
2025-01,6836308.0700,3.3151,-2.0812,-1.4910,56,28.5714,True,True,True,True,True
2025-02,7427499.6500,8.6478,-2.4566,-1.4910,40,52.5000,True,True,True,True,True
2025-03,8456694.9200,13.8566,-0.9016,-0.8973,38,60.5263,True,True,True,True,True
2025-04,8517757.9400,0.7221,-3.2204,-1.4910,46,36.9565,False,True,True,True,False
2025-05,8568648.6900,0.5975,-3.1952,-1.4910,38,36.8421,False,True,True,True,False
2025-06,8926058.9300,4.1711,-2.0689,-0.8973,39,38.4615,True,True,True,True,True
2025-07,9289087.3900,4.0671,-2.8110,-1.1946,45,33.3333,True,True,True,True,True
2025-08,10122229.6300,8.9690,-2.4293,-1.1946,46,39.1304,True,True,True,True,True
2025-09,10178198.3900,0.5529,-4.4776,-1.4910,45,28.8889,False,True,True,True,False
2025-10,11017466.6600,8.2457,-1.6186,-0.9895,47,46.8085,True,True,True,True,True
2025-11,11229144.9200,1.9213,-2.5429,-0.8973,41,31.7073,False,True,True,True,False
2025-12,11990136.9800,6.7769,-3.0169,-1.4910,56,41.0714,True,True,True,True,True
2026-01,13108064.8100,9.3237,-1.3349,-1.1946,45,51.1111,True,True,True,True,True
2026-02,12994753.0200,-0.8644,-2.3305,-1.4910,44,27.2727,False,True,True,True,False
2026-03,13325566.7800,2.5457,-2.9598,-1.4910,36,33.3333,True,True,True,True,True
2026-04,13435680.0100,0.8263,-2.2651,-1.1160,38,34.2105,False,True,True,True,False
2026-05,13265284.1400,-1.2682,-1.7866,-1.4910,7,14.2857,False,True,True,True,False
